"Emri","Gjinia","Frekuenca"
"Qymerita","F","1"
"Qyqe","F","43"
"Qyran","F","1"
"Qyrana","F","3"
"Qyrane","F","2"
"Qyrie","F","1"
"Qyrjan","F","1"
"Qyrjete","F","1"
"Qysere","F","1"
"Qythere","F","5"
"Qyze","F","1"
"Ra±zgar","M","2"
"Rab","F","3"
"Raba","F","2"
"Rabah","M","1"
"Rabani","M","1"
"Rabaxhan","M","1"
"Rabe","F","49"
"Rabehane","F","1"
"Rabeston","M","1"
"Rabeta","F","1"
"Rabë","F","1"
"Rabi","F","10"
"Rabi","M","6"
"Rabia","F","10"
"Rabian","F","59"
"Rabian","M","8"
"Rabiana","F","24"
"Rabiane","F","6"
"Rabianka","F","2"
"Rabibe","F","2"
"Rabie","F","1294"
"Rabie","M","14"
"Rabiel","M","3"
"Rabiela","F","1"
"Rabiha","F","1"
"Rabihan","F","30"
"Rabihana","F","13"
"Rabihane","F","114"
"Rabihane","M","1"
"Rabihanë","F","0"
"Rabihe","F","2"
"Rabihena","F","1"
"Rabihëne","F","2"
"Rabihone","F","44"
"Rabihone","M","1"
"Rabija","F","2"
"Rabije","F","606"
"Rabije","M","0"
"Rabijela","F","1"
"Rabijë","F","2"
"Rabike","F","1"
"Rabiko","F","1"
"Rabimone","F","1"
"Rabin","M","2"
"Rabin","F","1"
"Rabina","F","11"
"Rabina","M","1"
"Rabinan","F","1"
"Rabinane","F","14"
"Rabinane","M","1"
"Rabinela","F","1"
"Rabino","M","1"
"Rabiola","F","7"
"Rabion","M","2"
"Rabipe","F","1"
"Rabisade","F","1"
"Rabiso","F","6"
"Rabison","F","1"
"Rabison","M","1"
"Rabisto","F","2"
"Rabishe","F","6"
"Rabit","M","1"
"Rabitane","F","1"
"Rabiye","F","1"
"Rabjan","F","27"
"Rabjan","M","1"
"Rabjana","F","7"
"Rabjane","F","1"
"Rabjanka","F","2"
"Rabje","F","2"
"Rabjhan","F","1"
"Rabjola","F","1"
"Rabjon","M","2"
"Rabjona","F","1"
"Rablije","F","1"
"Rabo","F","16"
"Rabo","M","1"
"Rabora","F","1"
"Raboso","F","1"
"Rabri","M","1"
"Rabte","F","1"
"Rabush","M","2"
"Rabusha","F","1"
"Rabushe","F","433"
"Rabushe","M","2"
"Rabushsa","F","1"
"Race","F","1"
"Rachel","F","5"
"Rad","M","1"
"Rada","F","4"
"Radamel","M","1"
"Radames","M","1"
"Radamez","M","1"
"Radamir","M","1"
"Radan","M","1"
"Radaslov","M","1"
"Rade","M","3"
"Rade","F","2"
"Radebor","M","1"
"Radei","M","1"
"Radela","F","1"
"Radelb","M","1"
"Rades","M","3"
"Radi","M","25"
"Radia","F","1"
"Radian","F","3"
"Radian","M","2"
"Radiana","F","1"
"Radie","F","28"
"Radiela","F","1"
"Radif","M","1"
"Radife","F","6"
"Radife","M","1"
"Radiglen","M","1"
"Radihane","F","1"
"Radijan","M","1"
"Radije","F","18"
"Radike","F","3"
"Radiljan","M","2"
"Radimilca","F","1"
"Radimira","F","1"
"Radin","M","1"
"Radine","F","2"
"Radinella","F","1"
"Radinor","M","1"
"Radiola","F","10"
"Radioli","M","1"
"Radion","M","7"
"Radiona","F","2"
"Radiovis","M","1"
"Radisa","F","3"
"Radise","F","1"
"Radison","M","2"
"Radisona","F","1"
"Radist","M","1"
"Radishe","M","1"
"Radisheva","F","2"
"Radit","M","3"
"Radita","F","2"
"Radivan","M","2"
"Radivie","F","2"
"Radivije","F","1"
"Radjol","M","2"
"Radjola","F","4"
"Radjon","M","6"
"Radjona","F","1"
"Radka","F","1"
"Radmil","M","1"
"Radmilra","F","2"
"Radmilla","F","4"
"Radmir","M","4"
"Radmira","F","1"
"Radmire","F","1"
"Rado","M","3"
"Radoel","M","1"
"Radohina","F","1"
"Radoin","M","2"
"Radoina","F","8"
"Radola","F","1"
"Radomel","M","1"
"Radomil","M","1"
"Radomir","M","7"
"Radomir","F","1"
"Radomira","F","1"
"Radon","M","3"
"Radona","F","2"
"Radonilla","F","1"
"Radosav","M","1"
"Radovan","M","14"
"Radrie","F","7"
"Raduina","F","1"
"Radusha","F","1"
"Radushe","F","1"
"Radushka","F","1"
"Radvis","M","4"
"Radvist","M","1"
"Radhajvi","F","1"
"Raed","M","1"
"Rael","M","39"
"Raela","F","37"
"Raela","M","1"
"Raeld","M","3"
"Raeldo","M","1"
"Raelio","M","2"
"Raeljo","M","2"
"Raelo","M","1"
"Raels","M","1"
"Raelt","M","2"
"Raelv","M","1"
"Raelva","F","2"
"Raelvio","M","1"
"Raem","M","2"
"Raen","M","3"
"Raeni","M","1"
"Raens","M","1"
"Raert","M","1"
"Raesa","F","2"
"Raeshenlee","M","1"
"Raf","F","1"
"Raf","M","1"
"Rafael","M","342"
"Rafael","F","7"
"Rafaela","F","407"
"Rafaela","M","8"
"Rafaeladorja","F","1"
"Rafaele","M","4"
"Rafaele","F","3"
"Rafaeli","M","5"
"Rafaeli","F","2"
"Rafaelia","F","2"
"Rafaelio","M","4"
"Rafaeljo","M","2"
"Rafaeljo","F","1"
"Rafaelo","M","76"
"Rafaelo","F","1"
"Rafail","M","56"
"Rafail","F","1"
"Rafaila","F","1"
"Rafailda","F","1"
"Rafaile","M","1"
"Rafailia","F","2"
"Rafailos","M","1"
"Rafajel","M","1"
"Rafajela","F","2"
"Rafajlito","M","1"
"Rafala","F","1"
"Rafat","M","1"
"Rafe","M","5"
"Rafet","M","50"
"Rafet","F","1"
"Rafete","F","30"
"Rafeti","M","1"
"Rafeza","F","28"
"Rafezane","F","2"
"Raffaele","M","1"
"Raffaella","F","2"
"Rafide","F","2"
"Rafie","F","2"
"Rafije","F","5"
"Rafik","M","1"
"Rafil","M","1"
"Rafildo","M","1"
"Rafinate","F","1"
"Rafine","F","1"
"Rafiola","F","1"
"Rafit","M","1"
"Rafiz","M","1"
"Rafiza","F","31"
"Rafizan","M","5"
"Rafize","F","4"
"Rafjana","F","1"
"Rafman","M","15"
"Rafmedin","M","1"
"Rafmie","F","13"
"Rafmije","F","11"
"Rafmon","M","2"
"Rafo","F","1"
"Rafrela","F","1"
"Rafte","F","4"
"Rafto","M","1"
"Rafzane","F","1"
"Rafzije","F","1"
"Ragam","M","1"
"Ragana","M","2"
"Ragde","F","1"
"Ragina","F","2"
"Ragip","M","89"
"Ragip","F","1"
"Ragiqi","M","1"
"Ragli","M","1"
"Ragni","F","1"
"Rahe","F","5"
"Rahel","M","2"
"Rahel","F","1"
"Rahela","F","10"
"Rahelia","F","1"
"Rahelja","F","1"
"Rahendra","F","1"
"Rahide","F","10"
"Rahie","F","3"
"Rahif","M","1"
"Rahihan","F","1"
"Rahil","M","1"
"Rahilda","F","1"
"Rahile","F","2"
"Rahim","M","102"
"Rahim","F","1"
"Rahime","F","284"
"Rahime","M","4"
"Rahimond","M","1"
"Rahimonda","F","1"
"Rahina","F","1"
"Rahine","F","1"
"Rahit","M","6"
"Rahite","F","1"
"Rahjme","F","2"
"Rahlet","M","1"
"Rahma","F","1"
"Rahman","M","110"
"Rahman","F","2"
"Rahmani","F","1"
"Rahmel","F","1"
"Rahmel","M","1"
"Rahmen","M","1"
"Rahmet","M","2"
"Rahmete","F","2"
"Rahmëne","F","1"
"Rahmi","M","66"
"Rahmi","F","1"
"Rahmie","F","13"
"Rahmije","F","5"
"Rahmil","M","1"
"Rahmila","F","1"
"Rahmni","F","1"
"Rahmon","M","2"
"Rahoi","F","1"
"Rahqeskolasa","M","1"
"Rahsim","M","1"
"Rahul","M","5"
"Rahul","F","1"
"Rai","M","8"
"Rai","F","2"
"Raian","M","27"
"Raid","M","27"
"Raida","F","12"
"Raide","F","1"
"Raiden","M","2"
"Raideni","M","1"
"Raidi","M","6"
"Raidi","F","1"
"Raidinjo","M","1"
"Raidon","M","1"
"Raiel","M","1"
"Raien","M","1"
"Raif","M","98"
"Raife","F","17"
"Raihan","M","1"
"Raihme","F","1"
"Raij","M","1"
"Raijan","M","1"
"Raijel","M","1"
"Raik","M","2"
"Raika","F","1"
"Raikard","M","1"
"Raikel","M","3"
"Raikeld","M","2"
"Raiken","M","3"
"Raikibe","F","1"
"Rail","M","1"
"Raila","F","11"
"Railanda","F","2"
"Raild","M","1"
"Railda","F","3"
"Raildi","M","1"
"Raile","F","2"
"Raili","M","9"
"Railin","F","1"
"Railina","F","1"
"Railis","M","1"
"Railma","F","1"
"Rails","M","1"
"Raily","M","1"
"Raim","M","26"
"Raima","F","1"
"Raimada","F","1"
"Raime","F","137"
"Raime","M","1"
"Raimela","F","2"
"Raimena","F","2"
"Raimir","M","3"
"Raimomda","F","1"
"Raimomja","F","1"
"Raimon","M","5"
"Raimona","F","2"
"Raimond","M","103"
"Raimond","F","1"
"Raimonda","F","815"
"Raimonda","M","10"
"Raimondi","M","2"
"Raimondo","M","1"
"Rain","M","5"
"Rain","F","1"
"Raina","F","108"
"Rainaldo","M","2"
"Rainda","F","2"
"Rainea","M","1"
"Rained","M","1"
"Rainel","F","1"
"Rainer","M","16"
"Rainhard","M","1"
"Raini","M","5"
"Rainild","M","1"
"Rainis","M","1"
"Rainold","M","1"
"Rainvolt","M","1"
"Raip","M","3"
"Rais","M","12"
"Rais","F","4"
"Raisa","F","142"
"Raisado","F","1"
"Raisah","F","1"
"Raisan","M","2"
"Raisel","F","2"
"Raisel","M","2"
"Raisi","M","2"
"Raisim","M","1"
"Raisli","M","1"
"Raison","M","2"
"Raissa","F","2"
"Raistora","F","1"
"Rait","M","52"
"Raita","F","1"
"Raiten","M","1"
"Raitjon","M","1"
"Raiven","M","1"
"Raivi","M","1"
"Raixhi","M","1"
"Raiz","M","4"
"Raiza","F","3"
"Raize","F","1"
"Raizi","F","1"
"Rajjan","M","1"
"Raja","F","21"
"Raja","M","4"
"Rajad","M","3"
"Rajaldi","M","1"
"Rajaldo","M","1"
"Rajan","M","409"
"Rajan","F","5"
"Rajana","F","45"
"Rajana","M","1"
"Rajane","F","1"
"Rajans","M","1"
"Rajbi","M","2"
"Rajd","M","3"
"Rajda","F","7"
"Rajdel","M","1"
"Rajden","M","2"
"Rajdena","F","1"
"Rajder","M","1"
"Rajdi","M","21"
"Rajdit","F","1"
"Rajdit","M","1"
"Rajdle","M","1"
"Rajdo","M","1"
"Rajdona","F","1"
"Raje","F","20"
"Rajeda","F","1"
"Rajel","M","3"
"Rajela","F","1"
"Rajem","M","1"
"Rajen","M","21"
"Rajens","M","1"
"Rajer","M","1"
"Rajerson","M","2"
"Rajet","M","3"
"Rajëmonda","F","1"
"Rajf","M","1"
"Rajgisa","F","1"
"Rajgta","F","1"
"Rajgjon","F","1"
"Rajhan","M","2"
"Rajhana","F","2"
"Rajhane","F","1"
"Rajhim","M","1"
"Rajhime","F","1"
"Rajhona","F","1"
"Rajja","F","1"
"Rajjan","M","2"
"Rajjana","F","1"
"Rajka","F","2"
"Rajkard","M","3"
"Rajkel","M","1"
"Rajkela","F","1"
"Rajken","M","1"
"Rajki","M","1"
"Rajkonda","F","1"
"Rajl","M","1"
"Rajla","F","35"
"Rajlanda","F","1"
"Rajli","M","54"
"Rajli","F","6"
"Rajlin","M","2"
"Rajlina","F","1"
"Rajlinda","F","2"
"Rajlis","M","1"
"Rajma","F","8"
"Rajma","M","1"
"Rajmak","M","1"
"Rajmand","M","5"
"Rajmanda","F","7"
"Rajmando","M","5"
"Rajme","F","76"
"Rajme","M","1"
"Rajmela","F","2"
"Rajmemaria","F","1"
"Rajmend","M","1"
"Rajmer","M","2"
"Rajmi","M","1"
"Rajmin","M","2"
"Rajmina","F","1"
"Rajmine","F","1"
"Rajmir","M","3"
"Rajmira","F","1"
"Rajmomda","F","33"
"Rajmon","M","5"
"Rajmon","F","1"
"Rajmona","F","20"
"Rajmona","M","1"
"Rajmond","M","261"
"Rajmond","F","14"
"Rajmonda","F","3722"
"Rajmonda","M","32"
"Rajmonde","F","12"
"Rajmondi","M","13"
"Rajmondi","F","1"
"Rajmondo","F","3"
"Rajmondo","M","2"
"Rajmonela","F","1"
"Rajmonoa","F","41"
"Rajmonta","F","1"
"Rajna","F","185"
"Rajna","M","2"
"Rajnahard","M","1"
"Rajnaldi","M","1"
"Rajnard","M","1"
"Rajneld","M","1"
"Rajner","M","13"
"Rajnes","M","1"
"Rajni","M","4"
"Rajni","F","1"
"Rajnida","F","1"
"Rajnis","M","2"
"Rajnita","F","1"
"Rajno","M","1"
"Rajnold","M","1"
"Rajol","M","2"
"Rajs","M","1"
"Rajsa","F","37"
"Rajsa","M","2"
"Rajsel","M","1"
"Rajselda","F","2"
"Rajsen","M","1"
"Rajsi","M","12"
"Rajsian","M","1"
"Rajsida","F","2"
"Rajsiel","M","1"
"Rajsim","M","1"
"Rajsli","M","1"
"Rajson","M","3"
"Rajvi","F","1"
"Rajvi","M","1"
"Rajvik","M","1"
"Rajvina","F","2"
"Rajyi","M","1"
"Rajzbi","M","1"
"Rakan","M","1"
"Rakd","M","1"
"Rake","F","65"
"Rake","M","1"
"Rakel","M","13"
"Rakel","F","1"
"Rakela","F","175"
"Rakelinda","F","2"
"Rakelti","M","1"
"Rakent","M","1"
"Rakib","M","1"
"Rakibe","F","165"
"Rakibe","M","3"
"Rakibela","F","2"
"Rakibet","F","1"
"Rakibete","F","1"
"Rakie","F","2"
"Rakiela","F","1"
"Rakiljano","M","2"
"Rakion","M","1"
"Rakip","M","856"
"Rakip","F","8"
"Rakipe","F","108"
"Rakit","M","1"
"Rakita","F","2"
"Rakize","F","1"
"Rakjola","F","1"
"Raklen","M","1"
"Raklend","M","1"
"Raklent","M","1"
"Rakli","M","4"
"Raklin","M","1"
"Raklixhena","F","1"
"Rakmi","M","1"
"Rako","M","105"
"Rako","F","5"
"Raku","M","13"
"Rakyb","M","1"
"Raland","M","1"
"Ralba","F","1"
"Ralbi","M","2"
"Ralbina","F","1"
"Rald","M","2"
"Ralda","F","4"
"Raldi","M","17"
"Raldo","M","3"
"Raled","M","1"
"Ralejd","M","1"
"Raleksjan","M","1"
"Ralens","M","1"
"Ralesja","F","1"
"Ralf","M","81"
"Ralf","F","2"
"Ralfi","M","22"
"Ralfi","F","1"
"Ralfina","F","1"
"Rali","M","1"
"Ralia","F","1"
"Ralica","F","1"
"Raliopi","F","1"
"Ralip","M","1"
"Ralis","M","1"
"Raljana","F","1"
"Ralkiad","M","1"
"Ralsa","F","1"
"Ralsi","M","1"
"Ralt","M","1"
"Ralton","M","1"
"Ralud","M","1"
"Raluka","F","1"
"Ralv","M","1"
"Ralvi","M","1"
"Ralvin","M","1"
"Rallf","M","1"
"Ram","M","248"
"Ram","F","2"
"Rama","M","10"
"Rama","F","1"
"Ramaban","M","24"
"Ramada","F","2"
"Ramada","M","2"
"Ramadam","M","19"
"Ramadan","M","2406"
"Ramadan","F","22"
"Ramadane","F","5"
"Ramadanie","F","8"
"Ramadanije","F","6"
"Ramadin","F","1"
"Ramadjola","F","1"
"Ramalda","F","1"
"Ramaldi","M","2"
"Ramaldo","M","2"
"Raman","M","26"
"Raman","F","2"
"Ramand","M","2"
"Ramando","M","2"
"Ramanie","F","1"
"Ramanije","M","1"
"Ramanjola","F","2"
"Ramaria","F","1"
"Ramario","M","1"
"Ramaz","M","1"
"Ramazam","M","44"
"Ramazame","F","1"
"Ramazan","M","4502"
"Ramazan","F","36"
"Ramazane","F","64"
"Ramazani","M","5"
"Ramazanije","F","2"
"Ramaze","F","1"
"Ramazon","M","88"
"Ramazon","F","1"
"Rambd","M","3"
"Rambert","M","1"
"Rambo","M","26"
"Ramçe","M","1"
"Ramçelaj","M","1"
"Ramd","M","1"
"Rame","M","36"
"Rame","F","3"
"Ramel","F","2"
"Ramel","M","2"
"Ramela","F","19"
"Ramelda","F","3"
"Ramelio","M","1"
"Rameljo","M","1"
"Ramen","M","8"
"Rament","M","2"
"Ramer","M","1"
"Ramet","M","2"
"Ramete","F","3"
"Rameza","F","1"
"Ramë","M","34"
"Ramë","F","1"
"Rami","M","254"
"Rami","F","2"
"Ramian","M","2"
"Ramida","F","1"
"Ramide","F","4"
"Ramidin","M","1"
"Ramie","F","224"
"Ramie","M","2"
"Ramiela","F","2"
"Ramier","F","1"
"Ramië","F","1"
"Ramihe","F","1"
"Ramij","M","1"
"Ramije","F","74"
"Ramije","M","2"
"Ramijë","F","1"
"Ramijol","M","1"
"Ramik","M","1"
"Ramike","F","1"
"Ramil","M","47"
"Ramila","F","4"
"Ramilda","F","3"
"Ramildo","M","1"
"Ramile","F","40"
"Ramile","M","1"
"Ramin","M","2"
"Ramina","F","5"
"Ramine","F","14"
"Ramiola","F","2"
"Ramion","M","1"
"Ramir","M","10"
"Ramira","F","1"
"Ramires","M","1"
"Ramis","M","266"
"Ramis","F","1"
"Ramisart","M","1"
"Ramise","F","1"
"Ramisliada","F","1"
"Ramiz","M","1557"
"Ramiz","F","10"
"Ramizisa","M","1"
"Ramiza","F","1"
"Ramize","F","130"
"Ramize","M","1"
"Ramizi","M","2"
"Ramjano","M","1"
"Ramke","M","1"
"Ramko","F","1"
"Ramnie","F","2"
"Ramo","M","85"
"Ramoaldd","M","1"
"Ramoaldo","M","1"
"Ramoand","M","1"
"Ramoel","M","2"
"Ramold","M","1"
"Ramolind","M","1"
"Ramon","M","8"
"Ramona","F","29"
"Ramonda","F","7"
"Ramonel","M","1"
"Ramos","M","1"
"Ramqe","M","1"
"Ramu","M","1"
"Ramualdo","M","2"
"Ramuela","F","1"
"Ramueldo","M","1"
"Ramush","M","14"
"Ramush","F","1"
"Ramushe","F","2"
"Ramza","M","1"
"Ramzan","M","7"
"Ramzi","M","6"
"Ramzie","F","3"
"Ran","M","22"
"Rana","F","2"
"Rana","M","1"
"Ranad","M","1"
"Ranada","F","1"
"Ranadan","M","247"
"Ranadan","F","4"
"Ranadane","F","1"
"Ranaelva","F","1"
"Ranaid","M","1"
"Ranald","M","1"
"Ranan","M","9"
"Ranazanie","F","1"
"Rand","M","1"
"Randa","F","1"
"Randi","M","9"
"Randiol","F","1"
"Randito","M","1"
"Rando","M","50"
"Rando","F","1"
"Randoleo","M","1"
"Rane","F","7"
"Rane","M","4"
"Ranedo","M","1"
"Ranel","M","3"
"Ranela","F","4"
"Ranelda","F","1"
"Raneta","F","3"
"Ranete","F","1"
"Ranë","M","1"
"Rani","M","41"
"Rani","F","2"
"Rania","F","22"
"Ranido","M","1"
"Ranie","F","48"
"Raniel","M","2"
"Raniela","F","2"
"Ranier","M","1"
"Raniera","F","1"
"Raniero","M","3"
"Ranija","F","2"
"Ranije","F","5"
"Ranije","M","1"
"Ranilio","M","1"
"Ranime","M","1"
"Raniola","F","1"
"Ranira","F","1"
"Ranis","M","23"
"Ranisa","F","1"
"Ranit","M","4"
"Ranita","F","3"
"Raniz","M","79"
"Ranize","F","7"
"Rankela","F","1"
"Ranko","M","1"
"Rano","M","9"
"Ranoela","F","1"
"Ranold","M","1"
"Ranolda","F","1"
"Rantino","M","1"
"Rantis","M","1"
"Ranueld","M","1"
"Ranvir","M","1"
"Ranxhelo","M","1"
"Ranxhi","M","1"
"Ranza","F","1"
"Ranja","F","35"
"Ranja","M","1"
"Ranjata","F","1"
"Ranjel","M","1"
"Ranjela","F","1"
"Ranjeld","M","1"
"Rao","M","1"
"Raohela","F","1"
"Raojol","M","1"
"Raokela","F","1"
"Raola","F","1"
"Raold","M","1"
"Raona","F","1"
"Raonar","M","1"
"Raonela","F","2"
"Raoul","M","1"
"Raozland","M","2"
"Rap","M","9"
"Rapçe","F","5"
"Rape","F","38"
"Rape","M","0"
"Rapi","M","54"
"Rapion","M","1"
"Rapjon","M","2"
"Rapjona","F","1"
"Rapllan","M","3"
"Rapo","M","89"
"Rapoldio","M","1"
"Rapush","M","49"
"Rapushe","F","3"
"Raqe","F","5"
"Raqi","M","61"
"Raqo","M","1"
"Rare","F","1"
"Raresa","F","1"
"Rari","M","2"
"Rarie","F","1"
"Rarije","F","1"
"Rasaela","F","1"
"Rasan","M","2"
"Raschel","F","1"
"Rasdin","M","1"
"Raseda","F","1"
"Rasel","M","3"
"Rasela","F","3"
"Rasela","M","2"
"Raseldo","M","1"
"Rasem","M","1"
"Rasen","M","1"
"Rasena","F","2"
"Rasete","F","1"
"Rasfie","F","1"
"Rasi","M","3"
"Rasibe","F","1"
"Rasie","F","4"
"Rasiela","F","1"
"Rasielda","F","1"
"Rasiha","F","1"
"Rasihat","F","3"
"Rasihate","F","2"
"Rasijana","F","1"
"Rasije","F","0"
"Rasil","M","1"
"Rasilda","F","1"
"Rasilejd","M","1"
"Rasim","M","953"
"Rasim","F","10"
"Rasimal","M","1"
"Rasime","F","29"
"Rasime","M","1"
"Rasina","F","2"
"Rasip","M","1"
"Rasit","M","1"
"Rasjana","F","1"
"Raskije","F","1"
"Raslm","M","1"
"Rasmi","M","1"
"Rasmie","F","2"
"Rasmina","F","1"
"Rasmir","M","1"
"Rasmira","F","1"
"Rasmonda","F","7"
"Rasonalda","F","1"
"Rasti","M","1"
"Rashan","M","1"
"Rashe","F","1"
"Rashel","F","8"
"Rashel","M","4"
"Rashela","F","24"
"Rashela","M","1"
"Rashet","M","1"
"Rasheta","F","1"
"Rashid","M","1"
"Rashida","F","1"
"Rashide","F","4"
"Rashila","F","1"
"Rashim","M","5"
"Rashion","M","1"
"Raship","M","5"
"Rashit","M","10"
"Rashitka","F","1"
"Rashitke","F","1"
"Rasho","M","18"
"Rashtina","F","1"
"Rata","F","1"
"Rati","M","1"
"Ratian","M","1"
"Ratibe","F","2"
"Ratip","M","2"
"Ratka","F","13"
"Ratka","M","1"
"Ratlind","M","1"
"Rato","M","2"
"Ratrick","M","2"
"Rathe","F","1"
"Rauajol","M","1"
"Rauda","F","9"
"Rauel","M","2"
"Rauela","F","2"
"Rauendi","M","1"
"Rauf","M","104"
"Rauf","F","1"
"Raufi","M","1"
"Raul","M","83"
"Raul","F","1"
"Raulant","M","1"
"Raulent","M","1"
"Rauli","M","1"
"Raulito","M","2"
"Rault","M","1"
"Raup","M","1"
"Raushe","F","1"
"Raushela","F","1"
"Ravajol","M","1"
"Ravanel","M","2"
"Ravel","M","1"
"Raven","F","2"
"Ravena","F","7"
"Raversaldo","M","1"
"Ravesa","F","12"
"Ravi","M","3"
"Ravide","F","1"
"Ravido","M","1"
"Ravie","F","3"
"Ravije","F","1"
"Ravik","M","2"
"Ravin","M","2"
"Ravinar","M","1"
"Ravio","M","1"
"Raviola","F","3"
"Raviona","F","1"
"Ravis","M","1"
"Ravisti","M","1"
"Raviz","M","1"
"Ravjo","M","1"
"Ravjola","F","4"
"Ravjona","F","1"
"Rawan","F","1"
"Raxel","M","1"
"Raxo","M","1"
"Raxh","M","3"
"Raxha","M","1"
"Raxhenta","F","1"
"Raxhi","M","15"
"Raxhi","F","1"
"Raxhian","M","1"
"Raxhije","F","1"
"Raxhilda","F","2"
"Raxhimir","M","1"
"Ray","M","4"
"Ray","F","1"
"Rayan","M","28"
"Rayen","M","1"
"Rayersaldo","M","1"
"Raynard","M","1"
"Raynold","M","1"
"Raz","F","20"
"Raza","F","5"
"Razali","F","1"
"Razali","M","1"
"Razalina","M","1"
"Razbie","F","1"
"Raze","F","137"
"Raze","M","4"
"Razela","F","1"
"Razem","F","1"
"Razena","M","1"
"Razë","F","16"
"Razi","M","55"
"Razi","F","7"
"Razia","F","2"
"Raziana","F","3"
"Razidie","F","1"
"Razie","F","1464"
"Razie","M","15"
"Raziel","M","1"
"Raziela","F","12"
"Razië","F","2"
"Razifi","F","1"
"Razija","F","4"
"Razije","F","479"
"Razije","M","4"
"Razijel","M","1"
"Razijela","F","1"
"Razika","F","1"
"Razikin","M","1"
"Raziko","F","29"
"Razili","F","1"
"Razim","M","87"
"Razim","F","1"
"Razime","F","25"
"Razimi","M","1"
"Razina","F","1"
"Raziola","F","4"
"Razip","M","26"
"Razit","M","1"
"Razje","F","5"
"Razjena","F","1"
"Razlind","M","1"
"Razlje","F","1"
"Razme","M","2"
"Razme","F","1"
"Razmi","M","12"
"Razmi","F","1"
"Razmie","F","5"
"Razmije","F","3"
"Razmira","F","2"
"Razmlja","F","1"
"Razo","F","24"
"Razo","M","4"
"Razu","F","1"
"Rbmario","M","1"
"Rbza","F","1"
"Rbzgth","F","1"
"Rdbers","M","1"
"Rdel","M","3"
"Rdgel","M","1"
"Rdgjelina","F","1"
"Rdia","F","1"
"Rdije","F","1"
"Rdison","M","1"
"Rdksana","F","1"
"Rdmario","M","1"
"Rdmina","F","1"
"Rdnan","M","1"
"Rdri","M","1"
"Rdhelda","F","1"
"Rdhina","F","3"
"Re","F","1"
"Rea","F","754"
"Rea","M","6"
"Reagrace","F","1"
"Reaaa","F","1"
"Reab","F","1"
"Read","M","1"
"Reada","F","20"
"Readela","F","1"
"Readi","M","1"
"Readli","M","1"
"Reado","M","1"
"Readola","F","1"
"Reagan","M","1"
"Reaila","F","1"
"Reajan","M","2"
"Reajd","M","1"
"Reajda","F","1"
"Reajdi","M","1"
"Reajla","F","2"
"Reajna","F","3"
"Reajs","M","1"
"Reajt","M","1"
"Real","M","16"
"Realb","M","4"
"Realb","F","1"
"Realba","F","3"
"Realbi","M","1"
"Realbin","M","1"
"Reald","M","114"
"Reald","F","3"
"Realda","F","42"
"Realdd","M","1"
"Realdi","M","13"
"Realdino","M","1"
"Realdio","M","1"
"Realdo","M","62"
"Realdonino","M","1"
"Realf","M","13"
"Realfi","M","1"
"Realfo","M","1"
"Realgi","M","1"
"Realizim","M","1"
"Realma","F","1"
"Realo","M","3"
"Reals","M","1"
"Realt","M","11"
"Realv","M","1"
"Ream","M","2"
"Reama","F","1"
"Rean","M","91"
"Rean","F","2"
"Reana","F","86"
"Reana","M","2"
"Reanco","M","1"
"Reand","M","11"
"Reanda","F","6"
"Reando","M","10"
"Reandra","F","6"
"Reandrra","F","1"
"Reane","F","2"
"Reanna","F","1"
"Reano","M","3"
"Reans","M","5"
"Reansa","F","2"
"Reanso","M","1"
"Reant","M","3"
"Reanja","F","1"
"Reaon","M","1"
"Rear","M","1"
"Rearb","M","1"
"Reard","M","12"
"Rearda","F","1"
"Reardo","M","1"
"Rearno","M","1"
"Rears","M","1"
"Rearsa","F","1"
"Reart","M","8"
"Reart","F","2"
"Rearta","F","2"
"Reas","F","2"
"Reas","M","1"
"Reasiana","F","1"
"Rebabe","F","1"
"Rebah","M","1"
"Reban","M","4"
"Rebana","F","1"
"Rebani","M","58"
"Rebanit","M","1"
"Rebecca","F","3"
"Rebejk","M","1"
"Rebeka","F","271"
"Rebeka","M","2"
"Rebekaafërdita","F","1"
"Rebekah","F","1"
"Rebena","F","1"
"Reberta","F","1"
"Rebesa","F","1"
"Rebeta","F","1"
"Rebi","M","5"
"Rebian","M","3"
"Rebie","F","1"
"Rebihan","F","2"
"Rebihone","F","3"
"Rebije","F","2"
"Rebik","M","1"
"Rebika","F","1"
"Rebina","F","2"
"Rebiola","F","1"
"Rebion","M","9"
"Rebiona","F","8"
"Rebisina","F","1"
"Rebiul","M","1"
"Rebjana","F","1"
"Rebjola","F","1"
"Rebjona","F","7"
"Reblida","F","1"
"Reblika","F","2"
"Reblin","M","1"
"Reblisa","F","1"
"Rebo","F","5"
"Rebo","M","1"
"Rebon","M","1"
"Rebona","F","1"
"Rebora","F","1"
"Rebyele","F","1"
"Rece","F","1"
"Reçep","M","2"
"Reçina","F","1"
"Reçine","F","1"
"Red","M","16"
"Reda","F","18"
"Redael","M","1"
"Redalb","M","3"
"Redalin","M","1"
"Redan","M","4"
"Redana","F","1"
"Redani","M","1"
"Redaniel","M","1"
"Redas","M","1"
"Redbn","M","1"
"Rede","F","1"
"Redeksona","F","1"
"Redela","F","1"
"Redeline","F","1"
"Redenisa","F","1"
"Redi","M","1024"
"Redi","F","18"
"Redia","F","6"
"Redia","M","1"
"Rediagi","M","1"
"Redial","M","2"
